Uuid,Status,Additional data,Characteristic,Path,K1 Messwert,K21000 Verdichtung Minimum,K21001 Verdichtung Maximum,K21002 Verdichtung Spannweite,K21003 Verdichtung Mittelwert,K21004 Verdichtung Sigma,K21005 Verdichtung Median,K21006 Verdichtung Unteres Quartil,K21007 Verdichtung Oberes Quartil,K21008 Verdichtung Cp,K21009 Verdichtung Cpk,K21010 Verdichtung Anzahl,K21011 Verdichtung Gelbbereich,K21012 Verdichtung Rotbereich,K4 Messdatum,K6 Identnummer,K8 Pr¸fer,K9 Text,K10 Maschine,K12 Pr¸fmittel,K53 Auftragsnummer,K96 Freigabestatus,K99 .Verdichtungsjob,K100 Verdichtungsintervall,K101 Verdichtung Anzahl der Ursprungsmessungen,K842 Bemusterungsteil,K843 Beh‰lternummer,K844 Sondermessung,K850 Schicht,K853 Datenstempel,K854 Untergruppe 1,K855 Untergruppe 2,K856 Untergruppe 3,K857 Untergruppe 4,K858 Linie,K860 Aufbauvariante,K861 Antriebsvariante,K862 Lenkungsvariante,K863 Fahrwerksvariante,K864 Fertigungsschrittvariante,K865 Getriebevariante,K866 Ausstattungsvariante,K867 Exterieurvariante,K868 Programmvariante,K870 Identnr. 2,K871 Linie 2,K872 Messort,K873 Farbcode,K874 Baustufe,K1004 Bauteilstand,K1042 CAD-Stand,K1232 Programmstand,K2001 Merkmalsnummer,K2006 Dokumentationspflicht,K2021 Berechnungsvorschrift,K2022 Anzahl Nachkommastellen,K2100 Sollwert,K2101 Nennmaﬂ,K2110 Unterer Toleranz,K2111 Oberer Toleranz,K2120 Art der Grenze unten,K2342 Messmodul,K2343 Messpunktrolle,K2540 X-Richtung,K2541 Y-Richtung,K2542 Z-Richtung,K2543 X-Position,K2544 Y-Position,K2545 Z-Position,K2570 Kategorie,K2571 Funktionsbereich,K2580 PBMS-Punkt,K2581 Inline-Punkt,K2582 Symmetrisch,K2583 Manuelle Toleranzeingabe,K12004 Merkmalsart,K12010 Merkmalstyp,K12360 Messpunktverkn¸pfung,K12361 Verkn¸pfungstyp,K13001 Text 1,K13002 Text 2,K13003 Text 3,K13010 Messprogramm,K13011 Schnittebene,K13012 FMK-Kennung,K13013 Toleranzkette,K13014 Messprinzip
"882ce3c4-275a-43f6-9631-d64bac1148b7|77e07ab9-b65f-46ce-97bb-ea71e560b22a","3","False","NRSWA0032_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0032_R_BA/NRSWA0032_R_BA.Y","-1.09",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"635.425","0","-1","1",,"NoGroup","FORM_PT1","-0.0186071","0.8234657","0.5670607","1170.496","635.425","983.302","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0032_R_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","ELXXA0048_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|d0852ca0-8af4-4eae-adae-0739e04ef012","1","False","NRSWA0033_U_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0033_U_BA/NRSWA0033_U_BA.Z","-0.19",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"974.609","0","-1","1",,"NoGroup","FORM_PT2","0.2177905","0.5853018","-0.7810179","1172.082","634.989","974.609","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0032_R_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","ELXXA0048_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|85e67531-c753-4369-ac86-315e25646dd1","3","False","NRSWA0048_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0048_R_BA/NRSWA0048_R_BA.Y","-1.06",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"616.623","0","-1","1",,"NoGroup","FORM_PT1","0.0461928","0.8279312","0.558924","2054.897","616.623","985.739","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0048_R_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","ELXXA0052_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|6f6d511f-1558-4c7c-b216-34d650a111d8","1","False","NRSWA0049_U_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0049_U_BA/NRSWA0049_U_BA.Z","-0.68",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"976.921","0","-1","1",,"NoGroup","FORM_PT2","-0.142759","0.632496","-0.761294","2053.801","616.407","976.921","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0048_R_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","ELXXA0052_____D",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|f45bf01d-a2f6-4c3d-b5f5-6bb60b282976","1","False","NRSWA0076_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0076_R_BA/NRSWA0076_R_BA.Y","0.07",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"777.227","0","-1","1",,"NoGroup","FORM_PT1","0.0329046","0.7795982","0.6254148","2498.911","777.227","667.511","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0076_R_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","Plane.48",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|838c08f0-0b2d-4f68-a18d-5d9861f30b89","1","False","NRSWA0077_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0077_O_BA/NRSWA0077_O_BA.Z","-0.1",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"670.83","0","-1","1",,"NoGroup","FORM_PT2","-0.0597082","0.0433833","0.9972726","2498.085","770.654","670.83","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0076_R_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","Plane.48",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|931c0dfc-457d-4c5c-b369-bce4ebf72554","1","False","NRSWA0084_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0084_R_BA/NRSWA0084_R_BA.Y","0",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"882.114","0","-1","1",,"Umriss_Buendigkeit","FORM_PT1","-0.0163154","0.8847501","0.4657799","2518.821","882.114","573.076","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0084_R_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","Plane.5",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|ca48d6e0-33bb-45fe-959e-7b3c2d926d06","1","False","NRSWA0085_V_BA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0085_V_BA/NRSWA0085_V_BA.X","0",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"2514.031","0","-1","1",,"Umriss_Buendigkeit","FORM_PT2","-0.9695239","0.0502358","0.2397908","2514.031","877.937","571.924","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0084_R_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","Plane.5",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|2001dd1f-18a8-4b8e-9f42-159ab4394d69","1","False","NRSWA0096_R_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0096_R_BA/NRSWA0096_R_BA.Y","0.34",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"934.764","0","-1","1",,"Umriss_Buendigkeit","FORM_PT1","-0.0748519","0.9928442","-0.0930454","2278.761","934.764","143.802","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0096_R_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7510AU583","Plane.8",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|e925a60c-8d32-40a8-832a-5bac734eee68","1","False","NRSWA0097_V_BA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0097_V_BA/NRSWA0097_V_BA.X","0.02",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"2275.008","0","-1","1",,"Umriss_Buendigkeit","FORM_PT2","-0.8589134","0.0864175","0.5047768","2275.008","930.433","146.646","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0096_R_BA","n.def.","Formpunkt 2",,,"SWA_A3_M7510AU583","Plane.8",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|0d135e15-686a-4811-a4c0-6acb52b056ff","1","False","NRSWA0140_H_BA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0140_H_BA/NRSWA0140_H_BA.X","0.22",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3670.94","0","-1","1",,"Rueckleuchtenbereich","FORM_PT1","0.8627941","0.3184212","0.3926757","3670.94","598.018","563.81","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0140_H_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","Plane.19",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|785d4237-98fa-4a4c-92e7-09948fd97ec9","1","False","NRSWA0141_U_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0141_U_BA/NRSWA0141_U_BA.Z","0.01",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"558.929","0","-1","1",,"Rueckleuchtenbereich","FORM_PT2","0.0679161","0.0741336","-0.9949329","3667.268","596.801","558.929","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0140_H_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","Plane.19",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|5de49e4a-0505-4e2b-b54e-0a9293b722dd","1","False","NRSWA0144_H_BA.X","/AU583/Inline/SGR Aufbau 3/NRSWA0144_H_BA/NRSWA0144_H_BA.X","0.24",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"3674.139","0","-1","1",,"Heckausschnitt","FORM_PT1","0.8619782","0.3017077","0.4073891","3674.139","586.899","565.536","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0144_H_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","Plane.20",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|9b01b94a-fafb-44aa-9e26-b5a1eabe0f43","1","False","NRSWA0145_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0145_L_BA/NRSWA0145_L_BA.Y","0.41",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"582.134","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0163307","-0.972185","0.233644","3671.769","582.134","565.307","Netzmaﬂ","n.def.","n.def.","Ja","Ja","n.def.","variabel",,"NRSWA0144_H_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","Plane.20",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|7d737f16-39ed-4ef3-bce4-da8c5fe0b25e","1","False","NRSWA0156_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0156_O_BA/NRSWA0156_O_BA.Z","-0.24",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"629.327","0","-1","1",,"Heckausschnitt","FORM_PT1","0.2592882","0.3205715","0.9110452","3647.321","601.306","629.327","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NRSWA0156_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","ELSWA0621_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|436d3b55-4089-4347-8d82-2d5f1d1fe8d3","1","False","NRSWA0157_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0157_L_BA/NRSWA0157_L_BA.Y","0",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"596.028","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0071689","-0.9704812","0.2410699","3646.287","596.028","626.572","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NRSWA0156_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","ELSWA0621_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|4a2e3200-0b76-422d-9456-13215037b82b","1","False","NRSWA0168_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0168_O_BA/NRSWA0168_O_BA.Z","-0.21",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"720.26","0","-1","1",,"Heckausschnitt","FORM_PT1","0.2834481","0.3902347","0.8759988","3332.982","613.042","720.26","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NRSWA0168_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","Plane.26",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|eceff6d4-6d52-44f9-a8cc-f119c71808d5","1","False","NRSWA0169_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0169_L_BA/NRSWA0169_L_BA.Y","0.2",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"607.852","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0612427","-0.9804988","0.1867385","3332.125","607.852","717.613","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NRSWA0168_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","Plane.26",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|831ad64e-8a1b-450a-aded-3bd1d3ca6e52","1","False","NRSWA0176_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0176_O_BA/NRSWA0176_O_BA.Z","-0.31",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"928.322","0","-1","1",,"Heckausschnitt","FORM_PT1","0.1968165","0.4165022","0.8875748","2644.536","585.6","928.322","Netzmaﬂ","n.def.","n.def.","Ja","Ja","Ja","variabel",,"NRSWA0176_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8110AU583","ELXXA0036_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|60ec1699-fe17-488d-b35c-b93b3d90f92a","1","False","NRSWA0177_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0177_L_BA/NRSWA0177_L_BA.Y","0.29",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"580.443","0","-1","1",,"Heckausschnitt","FORM_PT2","0.0804515","-0.9815918","0.1732193","2644.093","580.443","925.63","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","n.def.","variabel",,"NRSWA0176_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8110AU583","ELXXA0036_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|4c4c2a89-5730-414c-bbce-49b53354017b","1","False","NRSWA0184_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0184_O_BA/NRSWA0184_O_BA.Z","-0.65",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"959.405","0","-1","1",,"Bereich_Seite_FS","FORM_PT1","-0.2446667","0.4326815","0.8677124","971.786","629.969","959.405","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NRSWA0184_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M8540AU583","ELXXA0116_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|d7bef8bd-c830-4a3f-9310-d3888da9d2d7","2","False","NRSWA0185_L_BA.Y","/AU583/Inline/SGR Aufbau 3/NRSWA0185_L_BA/NRSWA0185_L_BA.Y","-0.82",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"624.008","0","-1","1",,"Bereich_Seite_FS","FORM_PT2","-0.33193","-0.8209098","0.4646821","971.39","624.008","957.441","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NRSWA0184_O_BA","n.def.","Formpunkt 2",,,"SWA_A3_M8540AU583","ELXXA0116_____",,,"BA - Kantenpunkt"
"882ce3c4-275a-43f6-9631-d64bac1148b7|c33910a9-a602-4257-8bec-4c837d34a998","1","False","NRSWA0196_O_BA.Z","/AU583/Inline/SGR Aufbau 3/NRSWA0196_O_BA/NRSWA0196_O_BA.Z","-0.11",,,,,,,,,,,,,,5/2/2018 12:13:45 PM,"22201818523515","n.def.",,"n.def.","n.def.",,"n.def.",,"n.def.",,"n.def.",,"Serienmessung",,,"0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","0 - unbekannte Linie","n.def. - .","konventionell - K","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .","n.def. - .",,"0 - unbekannte Linie","n.def.",,"n.def.",,,,,"Ja",,,"685.624","0","-1","1",,"Bereich_Seite_FS","FORM_PT1","-0.2592111","0.6815835","0.6842904","436.289","746.887","685.624","Netzmaﬂ","n.def.","n.def.","n.def.","Ja","Ja","variabel",,"NRSWA0196_O_BA","n.def.","Formpunkt 1",,,"SWA_A3_M7310AU583 SWA_SA_M5930AU583","ELXXA0044_____D",,,"BA - Kantenpunkt"
